total_bill,tip,dessert,day,time,size
13.167998867120502,3.109402660747131,No,Sun,Dinner,2
10.260955470815848,1.3722894488564217,No,Sun,Dinner,2
28.067138443771178,4.486188359281068,No,Sun,Dinner,4
18.204851206250915,2.8098838116653444,No,Sun,Dinner,2
21.843587915945815,4.610249969068244,No,Sun,Dinner,2
31.355681361223134,4.460091057388768,No,Sun,Dinner,4
28.158557437852988,1.8693121758917444,No,Sun,Dinner,3
19.833765132013546,2.955246329528358,No,Sun,Dinner,2
13.5501053100101,2.4627729565735432,No,Sun,Dinner,2
9.788911632050725,2.343556868263514,No,Sun,Dinner,2
37.96147247892849,3.7527388087181803,No,Sun,Dinner,4
9.604616573275548,1.5102941109640748,No,Sun,Dinner,2
23.171302213247284,3.818579981003559,No,Sun,Dinner,4
19.271539404780736,3.2211339485808956,No,Sun,Dinner,2
34.92689577286597,2.1036116412354624,Yes,Sat,Dinner,4
28.97429044022536,1.2165296435482524,No,Sat,Dinner,2
10.531944869074023,1.6281556282094531,Yes,Sat,Dinner,2
46.96537510178175,5.327203739529886,No,Sat,Dinner,4
20.203838723241166,2.5893540080742894,Yes,Sat,Dinner,2
13.893074987836991,1.8656651504176172,Yes,Sat,Dinner,2
10.359240704960946,1.8694592286000657,Yes,Sat,Dinner,2
19.439692023455397,3.5529136574153872,Yes,Sat,Dinner,4
16.848377363123195,2.429955679742727,No,Sat,Dinner,3
19.50573723508183,2.9973903388464125,No,Sat,Dinner,3
17.630240348871066,2.3694409615204313,No,Sat,Dinner,2
2.843958602101152,1.0173524822066444,Yes,Sat,Dinner,1
18.99553824854747,2.087527416531637,No,Sat,Dinner,2
13.98032327261069,1.9052261570822664,Yes,Sat,Dinner,2
12.338260724571633,2.0738413445439123,No,Sat,Dinner,2
15.730368153578976,2.994526403267469,No,Sat,Dinner,3
26.266402314477077,2.842126286204419,Yes,Sat,Dinner,2
26.330514969244508,4.170630616730829,Yes,Sat,Dinner,2
15.831384211704778,2.109012822429824,No,Sat,Dinner,2
10.282577110139513,1.14898756509391,No,Sat,Dinner,2
17.459807682310775,3.140030582758506,Yes,Sat,Dinner,2
27.355912552692796,3.2023102282353095,No,Thur,Lunch,4
20.64880812605523,2.5966623221830654,No,Thur,Lunch,2
18.64577364163466,2.5955492247524012,No,Thur,Lunch,2
20.407996824213427,2.3796709587121057,Yes,Thur,Lunch,2
17.98421942558644,3.6696334904952264,No,Thur,Lunch,2
10.86887526493016,1.8932969668117576,No,Thur,Lunch,1
34.13187161587038,3.7985950654941103,Yes,Thur,Lunch,2
15.035236464725616,1.9686167853207799,No,Thur,Lunch,2
36.06697893317011,3.736760328330634,No,Thur,Lunch,4
14.176633970111766,1.9902336252780848,No,Thur,Lunch,2
19.824578098715747,4.2495284488040985,No,Thur,Lunch,2
23.768524044929013,4.990728787049309,No,Thur,Lunch,2
19.899222217736288,2.7856814776590917,No,Thur,Lunch,2
27.89311666076876,2.426094327044343,Yes,Fri,Dinner,2
21.370917195946742,2.9259424707759187,No,Fri,Dinner,2
5.840362325175386,0.9308243403379719,Yes,Fri,Dinner,2
14.694019332171704,4.608739128007506,Yes,Fri,Dinner,2
21.423762543864143,2.5800383127927313,No,Fri,Dinner,2
41.97621086057164,3.4549673788469675,Yes,Fri,Dinner,4
28.427054194891884,3.6438592526287983,Yes,Fri,Dinner,2
12.161757220823086,1.5121523673775088,Yes,Fri,Dinner,2
21.886253680059188,2.3678810111637727,Yes,Fri,Dinner,2
12.381726526922135,1.5775143650449188,No,Fri,Dinner,2
12.446934352382057,2.355306203377538,Yes,Fri,Dinner,2
13.991868896289365,2.8281775944578578,Yes,Fri,Dinner,2
45.31259689185629,1.651231184262898,Yes,Sat,Dinner,3
23.205109373166213,3.218940192923448,Yes,Sat,Dinner,2
21.367438185179626,3.639577102072428,No,Sat,Dinner,2
16.153556623924647,1.538072803327646,Yes,Sat,Dinner,2
18.922702021624428,4.427907656913176,Yes,Sat,Dinner,2
23.802143986149396,3.6335967142782373,Yes,Sat,Dinner,2
17.875049105160077,3.8707021518609435,No,Sat,Dinner,2
12.925935684140153,4.351823696807502,Yes,Sat,Dinner,2
13.362700801662077,2.7358255909813485,No,Sat,Dinner,2
6.968603098418919,1.0591987710896529,No,Sat,Dinner,1
37.17185312717846,3.1456240250765806,No,Sun,Dinner,3
25.48305646736715,2.086339530901962,No,Sun,Dinner,2
27.923231702992172,3.730705332530156,No,Sun,Dinner,3
16.297276445050514,3.197217403645423,No,Sun,Dinner,2
31.30583126041463,3.3682294466555733,No,Sun,Dinner,4
11.675611537711534,1.375608376441286,No,Thur,Lunch,2
12.424007296879452,1.9314766751619492,No,Thur,Lunch,2
21.852837724777345,2.333082553421156,No,Thur,Lunch,4
11.800585943251294,2.3208171769565316,No,Thur,Lunch,2
12.162774723933662,1.8298657614534166,No,Thur,Lunch,2
15.507264985409051,2.3037410230543065,No,Thur,Lunch,2
15.492614694975211,2.135814734471006,No,Thur,Lunch,2
11.24548503457314,2.628120255850663,No,Thur,Lunch,2
31.645233771776937,3.29826539125716,No,Thur,Lunch,6
7.963018032077347,1.3650705979390216,No,Thur,Lunch,2
14.973928807871118,1.9233782343342432,No,Thur,Lunch,2
12.019200162666985,2.1187070835775272,No,Thur,Lunch,2
21.513215210715277,1.8878978894020673,No,Thur,Lunch,3
18.253757792113397,1.401563497369349,No,Thur,Lunch,2
21.913487036305874,2.4832504063699723,No,Thur,Lunch,2
11.918342346706247,1.3564686239392136,No,Thur,Lunch,2
11.76870744606696,1.8590592077756352,No,Thur,Lunch,2
18.840495101218448,3.4250330135750944,No,Thur,Lunch,2
9.113883663885412,1.2274551538825103,No,Thur,Lunch,2
9.434057610079668,2.0558216573974177,No,Thur,Lunch,2
13.013448826193073,2.1305285853245897,No,Thur,Lunch,2
15.217281717114558,2.020699963075905,Yes,Thur,Lunch,2
13.794264393766206,2.995105677648087,No,Thur,Lunch,2
18.515768312411264,3.5872522907802145,No,Thur,Lunch,2
35.372228194146324,5.192750536628872,No,Thur,Lunch,6
37.0878239009529,3.7661280125282897,No,Thur,Lunch,5
24.668920397520523,4.133193481568991,No,Thur,Lunch,6
17.549331753348188,2.51559695552699,No,Thur,Lunch,2
8.431895322988094,1.496153009495879,No,Thur,Lunch,2
18.082488788709853,1.3973907249024988,No,Thur,Lunch,3
12.327391216482654,1.5380639771629316,No,Thur,Lunch,2
10.138245974650792,1.7005175233624632,No,Thur,Lunch,2
7.269897082132968,2.064692443749236,No,Thur,Lunch,2
14.496195458451732,2.3871568931536724,No,Sun,Dinner,2
13.122677022145297,2.0616420520363423,No,Sun,Dinner,2
18.75316740269159,2.617396471564714,No,Sun,Dinner,3
25.89835676534527,1.7318853859505772,No,Sun,Dinner,4
18.098823779784908,2.075252569923079,No,Sun,Dinner,4
26.9808533034486,4.434273937261934,No,Sun,Dinner,5
49.68574582328169,3.7728292405985675,No,Sun,Dinner,6
24.914797314570404,2.8912503008235397,No,Sun,Dinner,4
13.501733787312402,2.6094248004645704,No,Sun,Dinner,2
18.081206612171055,2.1481491510322672,No,Sun,Dinner,4
21.59648650370927,3.031368202471745,No,Sun,Dinner,4
12.759199977789109,2.712655477436697,No,Sun,Dinner,2
17.659265403999886,1.8518717063016659,No,Sun,Dinner,3
12.85210570667968,1.8431574796156216,No,Sun,Dinner,2
16.74011506469708,2.969820817857963,Yes,Sun,Dinner,2
25.132721362689466,2.722959823334437,No,Sun,Dinner,3
19.946086212650815,2.291311719070337,No,Sun,Dinner,2
33.839218609159026,3.0433533638524475,No,Sun,Dinner,4
10.150944501612262,1.7661402051439183,Yes,Sat,Dinner,2
11.38060289778834,2.0631595874321103,Yes,Sat,Dinner,2
52.03024387214653,7.452335394757003,Yes,Sat,Dinner,3
16.98538034331177,3.1416182522112504,Yes,Sat,Dinner,2
7.75376446617632,5.185534054698835,Yes,Sun,Dinner,2
29.3817943358377,2.7226894520481446,Yes,Sun,Dinner,2
17.777699166205863,4.2941121698098135,Yes,Sun,Dinner,2
29.739967611528186,2.639195219920879,Yes,Sun,Dinner,2
18.200786385048392,2.0729670027100937,Yes,Sun,Dinner,2
15.153188797192904,1.8474165297801053,Yes,Sun,Dinner,2
10.046178890627093,4.134320353382665,Yes,Sun,Dinner,2
37.86738887512454,2.7709172893937435,Yes,Sun,Dinner,2
35.266325662788084,2.8868934572965497,Yes,Sun,Dinner,4
23.449796032965338,5.161214263819097,Yes,Sun,Dinner,2
44.458032793054734,2.734354942866732,Yes,Sun,Dinner,3
23.148545284724253,5.617101433080632,Yes,Sun,Dinner,4
43.82082204881238,2.3066650475530723,Yes,Sun,Dinner,2
20.445662629522804,4.472913345208998,No,Sun,Dinner,5
20.934741240079646,3.170687528165607,Yes,Sun,Dinner,3
28.997002576432934,1.7597910204078668,Yes,Sun,Dinner,5
16.96617464447469,3.4051890408325165,Yes,Sun,Dinner,3
22.144292693739935,3.4731544092278486,Yes,Sun,Dinner,3
16.853464668579875,1.4244482501078835,Yes,Sun,Dinner,2
21.60122813956041,3.231164688968006,Yes,Thur,Lunch,2
27.20600488623244,1.9656872963988645,Yes,Thur,Lunch,2
15.262288950266143,1.9334815315683314,Yes,Thur,Lunch,2
17.838582875522082,3.710623899841821,Yes,Thur,Lunch,2
7.583135022156006,1.3348417313963137,No,Thur,Lunch,2
10.586289973701861,1.814525965856466,Yes,Thur,Lunch,2
43.72446072361078,3.348095297460125,Yes,Thur,Lunch,4
13.581668839613124,1.9141346695358907,Yes,Thur,Lunch,2
13.955809272878218,2.1284831509498563,Yes,Thur,Lunch,2
18.37738560361046,3.664179340793199,Yes,Thur,Lunch,3
13.423350944769439,1.825072556048647,Yes,Thur,Lunch,2
13.246442869349199,1.9187908669596305,Yes,Thur,Lunch,2
17.084035360794537,2.595473469579175,Yes,Thur,Lunch,2
22.53516007657945,3.353625026489959,Yes,Thur,Lunch,4
14.838758263292938,3.4901530038675155,Yes,Thur,Lunch,3
25.6844496791612,2.771228932637081,Yes,Sat,Dinner,3
38.2566793003529,2.236791816863129,Yes,Sat,Dinner,4
24.187480413449236,1.7261352569145578,Yes,Sat,Dinner,2
11.761195813773579,2.343023481662125,Yes,Sat,Dinner,2
29.984068292445812,1.736177243958965,Yes,Sat,Dinner,3
27.367403646882753,4.451615113441757,Yes,Sat,Dinner,4
49.3087116175428,6.708528451630869,No,Sat,Dinner,4
13.260979007735802,2.6516486007904803,Yes,Sat,Dinner,2
28.759627109661444,5.831060145688312,Yes,Sat,Dinner,3
12.442023842712695,1.0314494152054272,Yes,Sat,Dinner,2
28.016882473998873,2.486910253174271,Yes,Sat,Dinner,5
11.070146230230655,1.517970057529983,Yes,Sat,Dinner,2
7.135323072021442,1.299319219963055,Yes,Sat,Dinner,2
29.156665840587753,2.6059317820509955,Yes,Sat,Dinner,4
12.958082268335525,2.115868460039605,Yes,Fri,Lunch,2
13.056157495921266,3.7743062425779694,Yes,Fri,Lunch,2
8.632190892385196,1.7503562093964762,Yes,Fri,Lunch,1
17.460252015001327,3.2560191705832437,No,Fri,Lunch,3
13.457468885280962,1.4370226034584812,Yes,Fri,Lunch,2
14.946975551285394,2.284560219024865,Yes,Fri,Lunch,2
10.991002590141271,1.8024630412336196,Yes,Fri,Lunch,2
20.507901321592552,2.7012600641206728,No,Sat,Dinner,4
12.602548417927533,2.456560368027637,No,Sat,Dinner,2
20.68045169973508,2.4765433300847937,Yes,Sat,Dinner,2
21.711283557673408,1.5458886642838783,Yes,Sat,Dinner,4
14.835013716318413,2.7091089218830398,Yes,Sat,Dinner,3
11.93775304516574,3.137305072553188,No,Sat,Dinner,2
10.434834903310303,1.4851014684401966,No,Sat,Dinner,2
17.04795140511458,3.2656942306296197,Yes,Sat,Dinner,2
9.90442599481323,1.3336221533375887,No,Sat,Dinner,2
13.378136279441842,0.9161270873087953,Yes,Sat,Dinner,2
29.738236684824162,1.0362942018981094,Yes,Sat,Dinner,2
35.154048076101994,3.1676869175469498,No,Sat,Dinner,3
30.491837209260186,4.163212387725818,No,Sat,Dinner,3
25.17458096283335,1.59774684000455,Yes,Sat,Dinner,2
22.31174315613796,1.6313829959714476,Yes,Sat,Dinner,2
17.163060231225803,1.6842100638446702,No,Sat,Dinner,2
17.7343654878152,2.8858750692592534,No,Thur,Dinner,2
15.747110315598176,1.0608459902911536,No,Sun,Dinner,2
9.545223996986225,1.7522383682213556,No,Sun,Dinner,3
22.7494083000767,3.2085919134437995,No,Sun,Dinner,3
24.605201025329574,2.6937039810043943,No,Sun,Dinner,2
26.24891992251414,2.7788232819557606,No,Sun,Dinner,4
26.911323552593785,3.6346689620091324,No,Sun,Dinner,4
7.9197139779088666,1.8366408057453991,No,Sun,Dinner,2
27.46510558197371,2.893922748578775,No,Sun,Dinner,4
14.126906335092245,1.7726091410356597,No,Sun,Dinner,2
15.622666980903674,3.1043840299788323,No,Sun,Dinner,2
10.36078512682195,1.8110130453372206,No,Sun,Dinner,2
34.16356749421067,3.310570070538777,No,Sun,Dinner,4
14.665263190960573,1.6469369338151532,No,Sun,Dinner,2
19.787517515298664,2.8844931642729654,No,Sun,Dinner,4
15.928084034436825,3.237945459633298,No,Sun,Dinner,2
23.13371149923549,3.514405854281338,No,Sun,Dinner,2
11.169252763213798,1.739518188049569,No,Sun,Dinner,3
16.364566013987034,3.7015011653442214,No,Sun,Dinner,3
17.276411681982097,3.6580992167639548,No,Sun,Dinner,3
22.595498632934667,3.106373632139127,No,Sat,Dinner,3
17.543625735449705,4.4221700487027835,No,Sat,Dinner,2
21.83392493124295,2.1796812690906737,No,Sat,Dinner,2
16.24979047309457,2.2397216156848594,No,Sat,Dinner,2
37.66922512780568,5.612050029868423,No,Sat,Dinner,4
19.105215773789524,3.0306491495964263,No,Sat,Dinner,2
16.13913141591308,2.472870436537368,No,Sat,Dinner,4
14.265584367693819,2.0379061730812045,No,Sat,Dinner,2
13.09843516228136,2.19144251851549,No,Sat,Dinner,2
20.284097304971066,3.9794925819660163,No,Sat,Dinner,2
19.96937792962401,3.2665238904900673,No,Sat,Dinner,2
8.957496145094805,1.381223786202879,No,Sat,Dinner,2
19.04048370704852,2.4099447180504185,No,Sat,Dinner,4
16.04333690842055,3.203320699443541,No,Sat,Dinner,2
18.757996687388466,2.645476670465818,No,Sat,Dinner,4
19.31358043524343,2.972817587452441,No,Sat,Dinner,2
24.782798413161128,2.929871681845726,No,Sat,Dinner,3
16.00425509800985,2.0440049552001205,No,Sat,Dinner,3
17.36742686872079,2.8948423136183,No,Sat,Dinner,3
20.078227269680834,1.9760982169442871,No,Sat,Dinner,3
30.580188027194275,3.338198704709786,No,Sat,Dinner,3
17.530641447998622,2.4600331764434817,No,Sat,Dinner,3
18.747019162744134,2.6045300090218495,No,Sun,Dinner,2
13.87947577788844,3.124956774459279,No,Sun,Dinner,2
9.724191594252424,1.2976340705813172,No,Sun,Dinner,2
28.341029252,4.705362716938555,No,Sun,Dinner,4
18.797345732483763,2.8290047775140024,No,Sun,Dinner,2
22.128768809654932,4.313155707402366,No,Sun,Dinner,2
34.17680184392322,4.083296816494017,No,Sun,Dinner,4
26.919281033098933,1.8423487389587914,No,Sun,Dinner,3
19.38107301706481,3.0065037866072717,No,Sun,Dinner,2
13.67681370028639,2.5035221949421005,No,Sun,Dinner,2
11.098542130138107,2.8420250066592243,No,Sun,Dinner,2
34.11092441134593,3.583749301325856,No,Sun,Dinner,4
10.288835412414006,1.6956584413538929,No,Sun,Dinner,2
25.13867164053793,3.5742912398222426,No,Sun,Dinner,4
18.934584725946284,3.4968543155324956,No,Sun,Dinner,2
35.798915999624334,2.107118635212202,Yes,Sat,Dinner,4
27.57568091525026,1.3148803935267768,No,Sat,Dinner,2
10.164912536616727,1.7113853024734336,Yes,Sat,Dinner,2
51.50428653625602,4.98941967993799,No,Sat,Dinner,4
20.52731147387352,2.7743110899249217,Yes,Sat,Dinner,2
14.4948685223873,2.0541895939931916,Yes,Sat,Dinner,2
10.748240662870732,2.068642763610026,Yes,Sat,Dinner,2
18.77782766099375,3.949697318872464,Yes,Sat,Dinner,4
18.588693430070844,2.4362879280188303,No,Sat,Dinner,3
20.50199412322946,2.593806496002289,No,Sat,Dinner,3
16.160243065546595,2.4023701633529866,No,Sat,Dinner,2
2.799644076843199,0.9348266069420346,Yes,Sat,Dinner,1
21.40451108646704,1.6301609596273072,No,Sat,Dinner,2
14.684278654222462,2.1965943173690965,Yes,Sat,Dinner,2
11.68405127833883,2.142789292767406,No,Sat,Dinner,2
17.526622424919765,2.8938152059840334,No,Sat,Dinner,3
26.70671753026165,2.6605957169614363,Yes,Sat,Dinner,2
24.240624478056112,4.303452154339329,Yes,Sat,Dinner,2
13.891339518043587,2.1766952302919527,No,Sat,Dinner,2
10.996589474110655,1.2885342816499832,No,Sat,Dinner,2
18.512609803179757,2.974157989433339,Yes,Sat,Dinner,2
27.502947459207522,3.3125478038207463,No,Thur,Lunch,4
20.853110382874547,2.5504283777505865,No,Thur,Lunch,2
18.01709534921258,2.7326666428896114,No,Thur,Lunch,2
21.37313188623488,2.3911006777039083,Yes,Thur,Lunch,2
16.50613533391813,3.7394915474736523,No,Thur,Lunch,2
10.034784848138091,1.9879743267923637,No,Thur,Lunch,1
33.84454720150162,3.412190836571072,Yes,Thur,Lunch,2
14.407634269098766,2.0152854175184354,No,Thur,Lunch,2
37.47179146908055,3.495384020780804,No,Thur,Lunch,4
12.552480531506918,2.0351647505986428,No,Thur,Lunch,2
18.349254204552814,4.288200573812636,No,Thur,Lunch,2
24.927653502937723,4.7907469564825655,No,Thur,Lunch,2
21.758028112680172,2.358007285953044,No,Thur,Lunch,2
28.236206510555437,2.3066092364089124,Yes,Fri,Dinner,2
21.833116386849394,3.0348326583830643,No,Fri,Dinner,2
5.959296266607115,0.9872214563646361,Yes,Fri,Dinner,2
15.707042604720442,4.0670849050647355,Yes,Fri,Dinner,2
20.91454980078439,2.9402121442681937,No,Fri,Dinner,2
41.515913729134496,3.226399004267625,Yes,Fri,Dinner,4
25.0042113061154,3.6295987575365003,Yes,Fri,Dinner,2
12.812222328073085,1.3724936055960917,Yes,Fri,Dinner,2
22.549113802215672,2.4873813239981617,Yes,Fri,Dinner,2
11.382798565756982,1.4867157932329198,No,Fri,Dinner,2
11.667925192298572,2.677998461761631,Yes,Fri,Dinner,2
16.80120253210531,3.2502081554848794,Yes,Fri,Dinner,2
40.972640815953916,1.8261791736743513,Yes,Sat,Dinner,3
21.986856579139943,2.739348412309415,Yes,Sat,Dinner,2
20.92282361574635,3.737218030174376,No,Sat,Dinner,2
16.13044994364495,1.7388657917237407,Yes,Sat,Dinner,2
19.772381187345413,3.801859627275828,Yes,Sat,Dinner,2
27.4829693362091,3.588418722188194,Yes,Sat,Dinner,2
20.02168646991995,2.990548341094216,No,Sat,Dinner,2
13.17127148758006,3.8364817985172115,Yes,Sat,Dinner,2
14.990285132946138,2.988880076311235,No,Sat,Dinner,2
6.564728510790694,1.072996871045611,No,Sat,Dinner,1
36.168697682060234,3.0437488006226663,No,Sun,Dinner,3
24.148077385837546,2.0599056882800366,No,Sun,Dinner,2
25.89905869315038,3.7210725630719863,No,Sun,Dinner,3
18.65732672391779,3.792804992863559,No,Sun,Dinner,2
27.669099203806688,4.2729337964586644,No,Sun,Dinner,4
9.9049554360086,1.4105373129407577,No,Thur,Lunch,2
12.305209093095252,1.679697362654952,No,Thur,Lunch,2
24.130142853637185,2.684873800127941,No,Thur,Lunch,4
11.227094617529632,2.233410181238412,No,Thur,Lunch,2
13.160631940926212,1.840734294716594,No,Thur,Lunch,2
14.85717504647678,2.333781268655082,No,Thur,Lunch,2
15.384855800930401,1.8915701283145312,No,Thur,Lunch,2
13.279389799640816,2.3973152264014406,No,Thur,Lunch,2
28.23094014063985,3.6385083806734997,No,Thur,Lunch,6
8.849411244437068,1.6051029442808205,No,Thur,Lunch,2
14.395048348501748,2.1668185071746024,No,Thur,Lunch,2
11.654926794023334,2.1295550430158494,No,Thur,Lunch,2
24.103177347167232,1.9206051606186312,No,Thur,Lunch,3
17.302651902076317,1.5668960328590824,No,Thur,Lunch,2
21.15629697826614,2.403796357909603,No,Thur,Lunch,2
11.271276094762024,1.476081573365866,No,Thur,Lunch,2
11.77699379036453,1.822737435587213,No,Thur,Lunch,2
19.51511245865013,3.0446563211106925,No,Thur,Lunch,2
8.314031488090517,1.2426882085503983,No,Thur,Lunch,2
9.399899343694406,2.153072050960016,No,Thur,Lunch,2
13.856938995002382,1.934905791886769,No,Thur,Lunch,2
17.34828572311948,2.199440936274134,Yes,Thur,Lunch,2
12.380243097950977,2.914040279584101,No,Thur,Lunch,2
15.73303891784748,3.612399325592873,No,Thur,Lunch,2
34.958777625271615,4.447956004985568,No,Thur,Lunch,6
40.10095106812058,3.4832690247808076,No,Thur,Lunch,5
27.005556109116117,4.606528533315634,No,Thur,Lunch,6
14.817370403239536,2.4895796431221684,No,Thur,Lunch,2
8.322186543145579,1.4954112694863109,No,Thur,Lunch,2
19.624631127470856,1.3988747297510082,No,Thur,Lunch,3
11.292761021019963,1.612967972816893,No,Thur,Lunch,2
9.713666956135977,1.7860048029487277,No,Thur,Lunch,2
7.215347073750776,1.8579638848589464,No,Thur,Lunch,2
13.844711967417716,2.3031439753898026,No,Sun,Dinner,2
11.879162834602083,1.9853785303225322,No,Sun,Dinner,2
17.19725210217206,2.5703439174666953,No,Sun,Dinner,3
26.216519851137114,1.7818010874489785,No,Sun,Dinner,4
19.38058430816027,2.0105901373808983,No,Sun,Dinner,4
27.37214783856582,3.9888461301552147,No,Sun,Dinner,5
46.323217411119515,3.602713776272629,No,Sun,Dinner,6
27.256191096913387,2.9579021666671235,No,Sun,Dinner,4
13.186363325198645,2.602279388104939,No,Sun,Dinner,2
15.820740132768965,1.9852748783219092,No,Sun,Dinner,4
20.605500255058796,3.1011720772977767,No,Sun,Dinner,4
13.634387221615627,2.6873867000181297,No,Sun,Dinner,2
16.717437215604246,2.1721024219979066,No,Sun,Dinner,3
14.481519703050328,2.1068850172350997,No,Sun,Dinner,2
17.048114020785633,2.7478725707108866,Yes,Sun,Dinner,2
25.146250023689596,2.802765957943132,No,Sun,Dinner,3
20.488016563706083,1.9310210655717868,No,Sun,Dinner,2
33.523091073904176,3.0941106859725545,No,Sun,Dinner,4
11.608379092072227,1.7390494550856244,Yes,Sat,Dinner,2
11.314992241434162,1.9934566440433705,Yes,Sat,Dinner,2
47.33554534766909,7.773761086547015,Yes,Sat,Dinner,3
15.21067913512665,3.433909221940053,Yes,Sat,Dinner,2
7.957899958847491,5.498717781479096,Yes,Sun,Dinner,2
34.78295466054976,2.353882769330087,Yes,Sun,Dinner,2
18.3930752453958,4.372192748760064,Yes,Sun,Dinner,2
35.45958474471064,2.4065827871961942,Yes,Sun,Dinner,2
18.999825130467144,1.913490773615596,Yes,Sun,Dinner,2
15.687908152492641,2.0768358530611644,Yes,Sun,Dinner,2
9.878760144014734,4.082824916261698,Yes,Sun,Dinner,2
36.601798061371774,2.7582513075209483,Yes,Sun,Dinner,2
36.011883463100546,2.9197278092559875,Yes,Sun,Dinner,4
23.1076227181146,5.059073372590375,Yes,Sun,Dinner,2
42.81290449190422,2.4321274401603477,Yes,Sun,Dinner,3
24.09032584255078,5.927398690419569,Yes,Sun,Dinner,4
37.74959075036003,1.9782929339868942,Yes,Sun,Dinner,2
20.924056287940438,3.93605326552462,No,Sun,Dinner,5
21.769487648317757,2.9140239287163636,Yes,Sun,Dinner,3
28.95250156262335,1.664462760094079,Yes,Sun,Dinner,5
18.916650128479194,3.6705098952238453,Yes,Sun,Dinner,3
21.351347794553718,3.2480972406822644,Yes,Sun,Dinner,3
14.700031797552395,1.441238630529809,Yes,Sun,Dinner,2
20.11679693858793,3.208956805981685,Yes,Thur,Lunch,2
27.52743764158077,2.3431413522989843,Yes,Thur,Lunch,2
14.932508126646646,2.1256696846947576,Yes,Thur,Lunch,2
15.612520960325568,3.873295705383034,Yes,Thur,Lunch,2
7.997658250066506,1.5257534410032147,No,Thur,Lunch,2
11.064409555003706,2.0048216649466606,Yes,Thur,Lunch,2
47.00248781469985,3.298669705443179,Yes,Thur,Lunch,4
12.494915912981043,2.120385127660337,Yes,Thur,Lunch,2
12.492916894088985,1.9575015135491172,Yes,Thur,Lunch,2
18.40974976371143,3.7567301417757593,Yes,Thur,Lunch,3
12.472114174872377,2.0785642150898336,Yes,Thur,Lunch,2
12.745336418978983,2.131170100506831,Yes,Thur,Lunch,2
15.623573126846225,2.5890020014000936,Yes,Thur,Lunch,2
18.634826473779807,4.369938796090058,Yes,Thur,Lunch,4
16.791492185667693,2.9193569490548468,Yes,Thur,Lunch,3
24.66187663366823,2.6614683724694514,Yes,Sat,Dinner,3
42.03539093045185,2.063471985878835,Yes,Sat,Dinner,4
26.364213342852977,1.571110225311924,Yes,Sat,Dinner,2
13.687644144272465,2.4295923166844964,Yes,Sat,Dinner,2
28.423922359385,1.7053973204597388,Yes,Sat,Dinner,3
28.178718267697562,4.40956524303717,Yes,Sat,Dinner,4
48.51718983587592,6.5317869885564805,No,Sat,Dinner,4
12.440825460058557,2.682216044432697,Yes,Sat,Dinner,2
25.764751481751105,5.097650312740327,Yes,Sat,Dinner,3
11.805455978595203,0.9917827325016714,Yes,Sat,Dinner,2
26.648153397971114,2.4698331751529174,Yes,Sat,Dinner,5
11.185287036650726,1.4291453615396017,Yes,Sat,Dinner,2
7.982239610743977,1.5803748840663752,Yes,Sat,Dinner,2
30.51210354839794,2.2871912957231375,Yes,Sat,Dinner,4
13.351288739152249,2.402816682198702,Yes,Fri,Lunch,2
12.274963816163632,3.6713759439552853,Yes,Fri,Lunch,2
8.05238609727166,2.007213346047022,Yes,Fri,Lunch,1
16.40798544591786,3.0540711344550298,No,Fri,Lunch,3
13.988361087287219,1.6062597419042228,Yes,Fri,Lunch,2
17.643436126747986,2.265434269613223,Yes,Fri,Lunch,2
10.635785910938273,2.121103564921671,Yes,Fri,Lunch,2
21.642349103114533,2.361546116721078,No,Sat,Dinner,4
13.267957034713138,2.7052250526073047,No,Sat,Dinner,2
20.30299905874597,2.5143919707325724,Yes,Sat,Dinner,2
23.5376900849711,1.8417158722024833,Yes,Sat,Dinner,4
16.473989061063854,2.875776586690937,Yes,Sat,Dinner,3
11.772519854656696,3.2863356440526323,No,Sat,Dinner,2
11.10331723811178,1.4623746305087901,No,Sat,Dinner,2
15.54640223832592,3.0909417590414145,Yes,Sat,Dinner,2
10.066386402640525,1.231020485848537,No,Sat,Dinner,2
13.359001424186221,1.0526040358443338,Yes,Sat,Dinner,2
35.72238012721052,0.7662030941869495,Yes,Sat,Dinner,2
37.88152861952863,3.043232166261493,No,Sat,Dinner,3
27.40849250954314,4.7989481256141095,No,Sat,Dinner,3
26.916969072259562,1.7840246517018579,Yes,Sat,Dinner,2
22.35608482232288,1.755289285438472,Yes,Sat,Dinner,2
17.067918763314072,1.6719641336554791,No,Sat,Dinner,2
18.251245803081968,2.7814022109436443,No,Thur,Dinner,2
17.1831086706145,0.9334919344142197,No,Sun,Dinner,2
9.42714051566181,1.6991711941585586,No,Sun,Dinner,3
19.51181642977657,3.84254532794924,No,Sun,Dinner,3
24.969623724864444,2.896077547386893,No,Sun,Dinner,2
23.455061395772116,3.3449502885448226,No,Sun,Dinner,4
24.557817334942726,3.9342444160691152,No,Sun,Dinner,4
8.220542388307575,1.9356741351222153,No,Sun,Dinner,2
26.848367871485816,2.5630898181223327,No,Sun,Dinner,4
16.510594761620816,1.8245046397520885,No,Sun,Dinner,2
13.876449470457848,3.43063685001912,No,Sun,Dinner,2
10.47712991046581,1.6990836106399982,No,Sun,Dinner,2
36.276679278729645,3.847609102410457,No,Sun,Dinner,4
14.494333873378418,1.6467229329746707,No,Sun,Dinner,2
